"Olympic Games","Country","Gold","Silver","Bronze","Total"
"1996 Summer","Cambodia",0,0,0,0
"1996 Summer","Tanzania",0,0,0,0
"1996 Summer","Mali",0,0,0,0
"1996 Summer","Oman",0,0,0,0
"1996 Summer","Nepal",0,0,0,0
"1996 Summer","Cook Islands",0,0,0,0
"1996 Summer","Democratic Republic of the Congo",0,0,0,0
"1996 Summer","Myanmar",0,0,0,0
"1996 Summer","Fiji",0,0,0,0
"1996 Summer","Uruguay",0,0,0,0
"1996 Summer","Palestine",0,0,0,0
"1996 Summer","Seychelles",0,0,0,0
"1996 Summer","Andorra",0,0,0,0
"1996 Summer","Malawi",0,0,0,0
"1996 Summer","Haiti",0,0,0,0
"1996 Summer","Cape Verde",0,0,0,0
"1996 Summer","Estonia",0,0,0,0
"1996 Summer","United Arab Emirates",0,0,0,0
"1996 Summer","Egypt",0,0,0,0
"1996 Summer","Yemen",0,0,0,0
"1996 Summer","Guam",0,0,0,0
"1996 Summer","Libya",0,0,0,0
"1996 Summer","Burkina Faso",0,0,0,0
"1996 Summer","Kyrgyzstan",0,0,0,0
"1996 Summer","Central African Republic",0,0,0,0
"1996 Summer","Rwanda",0,0,0,0
"1996 Summer","Monaco",0,0,0,0
"1996 Summer","Saudi Arabia",0,0,0,0
"1996 Summer","Cyprus",0,0,0,0
"1996 Summer","Afghanistan",0,0,0,0
"1996 Summer","Togo",0,0,0,0
"1996 Summer","Vietnam",0,0,0,0
"1996 Summer","Samoa",0,0,0,0
"1996 Summer","Nicaragua",0,0,0,0
"1996 Summer","Solomon Islands",0,0,0,0
"1996 Summer","Bosnia and Herzegovina",0,0,0,0
"1996 Summer","Peru",0,0,0,0
"1996 Summer","Aruba",0,0,0,0
"1996 Summer","Somalia",0,0,0,0
"1996 Summer","Brunei",0,0,0,0
"1996 Summer","Saint Vincent",0,0,0,0
"1996 Summer","Gabon",0,0,0,0
"1996 Summer","Jordan",0,0,0,0
"1996 Summer","Maldives",0,0,0,0
"1996 Summer","Bahrain",0,0,0,0
"1996 Summer","Gambia",0,0,0,0
"1996 Summer","Saint Lucia",0,0,0,0
"1996 Summer","Virgin Islands, British",0,0,0,0
"1996 Summer","Antigua",0,0,0,0
"1996 Summer","Madagascar",0,0,0,0
"1996 Summer","Ghana",0,0,0,0
"1996 Summer","Dominican Republic",0,0,0,0
"1996 Summer","Vanuatu",0,0,0,0
"1996 Summer","Djibouti",0,0,0,0
"1996 Summer","Liberia",0,0,0,0
"1996 Summer","Swaziland",0,0,0,0
"1996 Summer","Comoros",0,0,0,0
"1996 Summer","Chad",0,0,0,0
"1996 Summer","Malta",0,0,0,0
"1996 Summer","Liechtenstein",0,0,0,0
"1996 Summer","Guyana",0,0,0,0
"1996 Summer","El Salvador",0,0,0,0
"1996 Summer","Panama",0,0,0,0
"1996 Summer","Boliva",0,0,0,0
"1996 Summer","Macedonia",0,0,0,0
"1996 Summer","Dominica",0,0,0,0
"1996 Summer","Laos",0,0,0,0
"1996 Summer","Saint Kitts",0,0,0,0
"1996 Summer","Zimbabwe",0,0,0,0
"1996 Summer","Guinea",0,0,0,0
"1996 Summer","Venezuela",0,0,0,0
"1996 Summer","Mauritius",0,0,0,0
"1996 Summer","Sri Lanka",0,0,0,0
"1996 Summer","Iraq",0,0,0,0
"1996 Summer","Bermuda",0,0,0,0
"1996 Summer","Paraguay",0,0,0,0
"1996 Summer","Guatemala",0,0,0,0
"1996 Summer","Sierra Leone",0,0,0,0
"1996 Summer","Guinea-Bissau",0,0,0,0
"1996 Summer","Sao Tome and Principe",0,0,0,0
"1996 Summer","Angola",0,0,0,0
"1996 Summer","Kuwait",0,0,0,0
"1996 Summer","Sudan",0,0,0,0
"1996 Summer","Turkmenistan",0,0,0,0
"1996 Summer","Chile",0,0,0,0
"1996 Summer","Cayman Islands",0,0,0,0
"1996 Summer","Senegal",0,0,0,0
"1996 Summer","Suriname",0,0,0,0
"1996 Summer","Grenada",0,0,0,0
"1996 Summer","Barbados",0,0,0,0
"1996 Summer","Niger",0,0,0,0
"1996 Summer","Mauritania",0,0,0,0
"1996 Summer","Equatorial Guinea",0,0,0,0
"1996 Summer","Iceland",0,0,0,0
"1996 Summer","Bangladesh",0,0,0,0
"1996 Summer","Colombia",0,0,0,0
"1996 Summer","Ivory Coast",0,0,0,0
"1996 Summer","Curacao",0,0,0,0
"1996 Summer","Botswana",0,0,0,0
"1996 Summer","Albania",0,0,0,0
"1998 Winter","Finland",2,7,49,58
"1998 Winter","Russia",14,32,6,52
"1998 Winter","Canada",14,28,7,49
"1998 Winter","Germany",22,12,10,44
"1998 Winter","Norway",13,15,12,40
"1998 Winter","USA",25,4,5,34
"1998 Winter","Czech Republic",21,1,1,23
"1998 Winter","Austria",3,5,12,20
"1998 Winter","Italy",3,9,5,17
"1998 Winter","France",2,1,12,15
"1998 Winter","Switzerland",6,5,3,14
"1998 Winter","China",0,9,5,14
"1998 Winter","Japan",8,1,4,13
"1998 Winter","South Korea",6,4,2,12
"1998 Winter","Netherlands",5,4,2,11
"1998 Winter","Sweden",0,2,5,7
"1998 Winter","Denmark",0,5,0,5
"1998 Winter","UK",0,0,4,4
"1998 Winter","Belarus",0,0,2,2
"1998 Winter","Kazakhstan",0,0,2,2
"1998 Winter","Bulgaria",1,0,0,1
"1998 Winter","Ukraine",0,1,0,1
"1998 Winter","Australia",0,0,1,1
"1998 Winter","Belgium",0,0,1,1
"1998 Winter","North Korea",0,0,0,0
"1998 Winter","India",0,0,0,0
"1998 Winter","Bermuda",0,0,0,0
"1998 Winter","Kyrgyzstan",0,0,0,0
"1998 Winter","Chile",0,0,0,0
"1998 Winter","Israel",0,0,0,0
"1998 Winter","Luxembourg",0,0,0,0
"1998 Winter","Latvia",0,0,0,0
"1998 Winter","Bosnia and Herzegovina",0,0,0,0
"1998 Winter","Macedonia",0,0,0,0
"1998 Winter","Taiwan",0,0,0,0
"1998 Winter","Kenya",0,0,0,0
"1998 Winter","Trinidad",0,0,0,0
"1998 Winter","Greece",0,0,0,0
"1998 Winter","Liechtenstein",0,0,0,0
"1998 Winter","Uruguay",0,0,0,0
"1998 Winter","Iran",0,0,0,0
"1998 Winter","Croatia",0,0,0,0
"1998 Winter","Andorra",0,0,0,0
"1998 Winter","Estonia",0,0,0,0
"1998 Winter","Azerbaijan",0,0,0,0
"1998 Winter","Argentina",0,0,0,0
"1998 Winter","Georgia",0,0,0,0
"1998 Winter","Turkey",0,0,0,0
"1998 Winter","Mongolia",0,0,0,0
"1998 Winter","Jamaica",0,0,0,0
"1998 Winter","Ireland",0,0,0,0
"1998 Winter","Romania",0,0,0,0
"1998 Winter","Iceland",0,0,0,0
"1998 Winter","Monaco",0,0,0,0
"1998 Winter","Portugal",0,0,0,0
"1998 Winter","Cyprus",0,0,0,0
"1998 Winter","New Zealand",0,0,0,0
"1998 Winter","Venezuela",0,0,0,0
"1998 Winter","Moldova",0,0,0,0
"1998 Winter","Poland",0,0,0,0
"1998 Winter","Serbia",0,0,0,0
"1998 Winter","Virgin Islands, US",0,0,0,0
"1998 Winter","Slovakia",0,0,0,0
"1998 Winter","Hungary",0,0,0,0
"1998 Winter","Lithuania",0,0,0,0
"1998 Winter","Brazil",0,0,0,0
"1998 Winter","Spain",0,0,0,0
"1998 Winter","Slovenia",0,0,0,0
"1998 Winter","Armenia",0,0,0,0
"1998 Winter","Uzbekistan",0,0,0,0
"1998 Winter","Puerto Rico",0,0,0,0
"1998 Winter","South Africa",0,0,0,0
"2000 Summer","USA",130,61,51,242
"2000 Summer","Russia",66,67,54,187
"2000 Summer","Australia",60,69,54,183
"2000 Summer","Germany",31,23,64,118
"2000 Summer","China",39,23,17,79
"2000 Summer","Netherlands",27,29,23,79
"2000 Summer","South Korea",12,26,35,73
"2000 Summer","France",22,30,14,66
"2000 Summer","Italy",22,14,29,65
"2000 Summer","Cuba",18,35,12,65
"2000 Summer","UK",22,20,12,54
"2000 Summer","Hungary",25,24,4,53
"2000 Summer","Brazil",0,12,36,48
"2000 Summer","Romania",27,6,13,46
"2000 Summer","Japan",5,31,8,44
"2000 Summer","Norway",20,4,19,43
"2000 Summer","Spain",3,19,20,42
"2000 Summer","Ukraine",3,20,12,35
"2000 Summer","Sweden",4,20,8,32
"2000 Summer","Canada",4,4,23,31
"2000 Summer","Denmark",18,3,4,25
"2000 Summer","Serbia",11,1,13,25
"2000 Summer","Poland",7,10,7,24
"2000 Summer","Jamaica",0,20,3,23
"2000 Summer","Belarus",3,8,11,22
"2000 Summer","Argentina",0,17,3,20
"2000 Summer","Cameroon",18,0,0,18
"2000 Summer","Greece",4,6,8,18
"2000 Summer","Lithuania",2,0,15,17
"2000 Summer","Chile",0,0,17,17
"2000 Summer","Switzerland",1,11,2,14
"2000 Summer","Bulgaria",5,6,2,13
"2000 Summer","Bahamas",6,0,5,11
"2000 Summer","Croatia",1,0,9,10
"2000 Summer","Czech Republic",2,3,4,9
"2000 Summer","Nigeria",6,2,0,8
"2000 Summer","Ethiopia",4,1,3,8
"2000 Summer","Indonesia",2,4,2,8
"2000 Summer","Kazakhstan",3,4,0,7
"2000 Summer","Kenya",2,3,2,7
"2000 Summer","Belgium",0,3,4,7
"2000 Summer","Slovakia",2,3,1,6
"2000 Summer","Mexico",1,2,3,6
"2000 Summer","Georgia",0,0,6,6
"2000 Summer","Finland",3,1,1,5
"2000 Summer","Turkey",3,0,2,5
"2000 Summer","Algeria",1,1,3,5
"2000 Summer","South Africa",0,2,3,5
"2000 Summer","Taiwan",0,1,4,5
"2000 Summer","Morocco",0,1,4,5
"2000 Summer","Austria",3,1,0,4
"2000 Summer","Iran",3,0,1,4
"2000 Summer","Uzbekistan",1,1,2,4
"2000 Summer","New Zealand",1,0,3,4
"2000 Summer","North Korea",0,1,3,4
"2000 Summer","Slovenia",3,0,0,3
"2000 Summer","Azerbaijan",2,0,1,3
"2000 Summer","Latvia",1,1,1,3
"2000 Summer","Thailand",1,0,2,3
"2000 Summer","Estonia",1,0,2,3
"2000 Summer","Trinidad",0,1,1,2
"2000 Summer","Moldova",0,1,1,2
"2000 Summer","Saudi Arabia",0,1,1,2
"2000 Summer","Costa Rica",0,0,2,2
"2000 Summer","Portugal",0,0,2,2
"2000 Summer","Mozambique",1,0,0,1
"2000 Summer","Colombia",1,0,0,1
"2000 Summer","Ireland",0,1,0,1
"2000 Summer","Sri Lanka",0,1,0,1
"2000 Summer","Vietnam",0,1,0,1
"2000 Summer","Uruguay",0,1,0,1
"2000 Summer","Kyrgyzstan",0,0,1,1
"2000 Summer","Iceland",0,0,1,1
"2000 Summer","Israel",0,0,1,1
"2000 Summer","Macedonia",0,0,1,1
"2000 Summer","Armenia",0,0,1,1
"2000 Summer","Qatar",0,0,1,1
"2000 Summer","Barbados",0,0,1,1
"2000 Summer","Kuwait",0,0,1,1
"2000 Summer","India",0,0,1,1
"2000 Summer","Mauritania",0,0,0,0
"2000 Summer","Djibouti",0,0,0,0
"2000 Summer","Tunisia",0,0,0,0
"2000 Summer","Swaziland",0,0,0,0
"2000 Summer","Curacao",0,0,0,0
"2000 Summer","Maldives",0,0,0,0
"2000 Summer","Senegal",0,0,0,0
"2000 Summer","Saint Kitts",0,0,0,0
"2000 Summer","Monaco",0,0,0,0
"2000 Summer","Myanmar",0,0,0,0
"2000 Summer","Nicaragua",0,0,0,0
"2000 Summer","Dominican Republic",0,0,0,0
"2000 Summer","Burundi",0,0,0,0
"2000 Summer","Equatorial Guinea",0,0,0,0
"2000 Summer","Belize",0,0,0,0
"2000 Summer","Micronesia",0,0,0,0
"2000 Summer","Sudan",0,0,0,0
"2000 Summer","Ghana",0,0,0,0
"2000 Summer","Bhutan",0,0,0,0
"2000 Summer","Tanzania",0,0,0,0
"2000 Summer","Togo",0,0,0,0
"2000 Summer","Saint Lucia",0,0,0,0
"2000 Summer","Guinea-Bissau",0,0,0,0
"2000 Summer","Liberia",0,0,0,0
"2000 Summer","El Salvador",0,0,0,0
"2000 Summer","Cayman Islands",0,0,0,0
"2000 Summer","Luxembourg",0,0,0,0
"2000 Summer","Solomon Islands",0,0,0,0
"2000 Summer","Bosnia and Herzegovina",0,0,0,0
"2000 Summer","Grenada",0,0,0,0
"2000 Summer","Comoros",0,0,0,0
"2000 Summer","Virgin Islands, British",0,0,0,0
"2000 Summer","Bangladesh",0,0,0,0
"2000 Summer","Guyana",0,0,0,0
"2000 Summer","Seychelles",0,0,0,0
"2000 Summer","Mauritius",0,0,0,0
"2000 Summer","Malta",0,0,0,0
"2000 Summer","Chad",0,0,0,0
"2000 Summer","Burkina Faso",0,0,0,0
"2000 Summer","Aruba",0,0,0,0
"2000 Summer","Philippines",0,0,0,0
"2000 Summer","Cyprus",0,0,0,0
"2000 Summer","Puerto Rico",0,0,0,0
"2000 Summer","Zambia",0,0,0,0
"2000 Summer","San Marino",0,0,0,0
"2000 Summer","Mongolia",0,0,0,0
"2000 Summer","Botswana",0,0,0,0
"2000 Summer","Antigua",0,0,0,0
"2000 Summer","Ecuador",0,0,0,0
"2000 Summer","Laos",0,0,0,0
"2000 Summer","Namibia",0,0,0,0
"2000 Summer","Samoa",0,0,0,0
"2000 Summer","Malaysia",0,0,0,0
"2000 Summer","Dominica",0,0,0,0
"2000 Summer","Eritrea",0,0,0,0
"2000 Summer","Turkmenistan",0,0,0,0
"2000 Summer","Boliva",0,0,0,0
"2000 Summer","Haiti",0,0,0,0
"2000 Summer","Cook Islands",0,0,0,0
"2000 Summer","Angola",0,0,0,0
"2000 Summer","Zimbabwe",0,0,0,0
"2000 Summer","Malawi",0,0,0,0
"2000 Summer","Virgin Islands, US",0,0,0,0
"2000 Summer","Fiji",0,0,0,0
"2000 Summer","Uganda",0,0,0,0
"2000 Summer","Sao Tome and Principe",0,0,0,0
"2000 Summer","Lebanon",0,0,0,0
"2000 Summer","Panama",0,0,0,0
"2000 Summer","Sierra Leone",0,0,0,0
"2000 Summer","Bahrain",0,0,0,0
"2000 Summer","Central African Republic",0,0,0,0
"2000 Summer","Liechtenstein",0,0,0,0
"2000 Summer","Tonga",0,0,0,0
"2000 Summer","Saint Vincent",0,0,0,0
"2000 Summer","Bermuda",0,0,0,0
"2000 Summer","Honduras",0,0,0,0
"2000 Summer","Somalia",0,0,0,0
"2000 Summer","Guam",0,0,0,0
"2000 Summer","Benin",0,0,0,0
"2000 Summer","Individual Olympic Athletes",0,0,0,0
"2000 Summer","Tajikistan",0,0,0,0
"2000 Summer","Albania",0,0,0,0
"2000 Summer","Democratic Republic of the Congo",0,0,0,0
"2000 Summer","Egypt",0,0,0,0
"2000 Summer","Gabon",0,0,0,0
"2000 Summer","American Samoa",0,0,0,0
"2000 Summer","Syria",0,0,0,0
"2000 Summer","Iraq",0,0,0,0
"2000 Summer","Papua New Guinea",0,0,0,0
"2000 Summer","United Arab Emirates",0,0,0,0
"2000 Summer","Guinea",0,0,0,0
"2000 Summer","Guatemala",0,0,0,0
"2000 Summer","Cambodia",0,0,0,0
"2000 Summer","Nepal",0,0,0,0
"2000 Summer","Mali",0,0,0,0
"2000 Summer","Palau",0,0,0,0
"2000 Summer","Peru",0,0,0,0
"2000 Summer","Gambia",0,0,0,0
"2000 Summer","Venezuela",0,0,0,0
"2000 Summer","Jordan",0,0,0,0
"2000 Summer","Niger",0,0,0,0
"2000 Summer","Pakistan",0,0,0,0
"2000 Summer","Libya",0,0,0,0
"2000 Summer","Nauru",0,0,0,0
"2000 Summer","Suriname",0,0,0,0
"2000 Summer","Lesotho",0,0,0,0
"2000 Summer","Brunei",0,0,0,0
"2000 Summer","Paraguay",0,0,0,0
"2000 Summer","Ivory Coast",0,0,0,0
"2000 Summer","Cape Verde",0,0,0,0
"2000 Summer","Madagascar",0,0,0,0
"2000 Summer","Republic of Congo",0,0,0,0
"2000 Summer","Andorra",0,0,0,0
"2000 Summer","Yemen",0,0,0,0
"2000 Summer","Rwanda",0,0,0,0
"2000 Summer","Vanuatu",0,0,0,0
"2000 Summer","Oman",0,0,0,0
"2000 Summer","Palestine",0,0,0,0
"2002 Winter","USA",11,58,15,84
"2002 Winter","Canada",52,7,15,74
"2002 Winter","Germany",26,23,12,61
"2002 Winter","Norway",23,11,7,41
"2002 Winter","Russia",6,5,27,38
"2002 Winter","Sweden",0,2,24,26
"2002 Winter","Switzerland",3,7,14,24
"2002 Winter","Italy",4,11,6,21
"2002 Winter","Austria",3,4,13,20
"2002 Winter","China",2,5,9,16
"2002 Winter","France",5,5,5,15
"2002 Winter","Finland",7,5,1,13
"2002 Winter","Netherlands",3,5,0,8
"2002 Winter","South Korea",5,2,0,7
"2002 Winter","UK",5,0,1,6
"2002 Winter","Croatia",3,1,0,4
"2002 Winter","Slovenia",0,0,4,4
"2002 Winter","Czech Republic",1,2,0,3
"2002 Winter","Estonia",1,1,1,3
"2002 Winter","Bulgaria",0,1,2,3
"2002 Winter","Australia",2,0,0,2
"2002 Winter","Poland",0,1,1,2
"2002 Winter","Japan",0,1,1,2
"2002 Winter","Belarus",0,0,1,1
"2002 Winter","Turkey",0,0,0,0
"2002 Winter","South Africa",0,0,0,0
"2002 Winter","Cyprus",0,0,0,0
"2002 Winter","Trinidad",0,0,0,0
"2002 Winter","Kyrgyzstan",0,0,0,0
"2002 Winter","Azerbaijan",0,0,0,0
"2002 Winter","Nepal",0,0,0,0
"2002 Winter","Ireland",0,0,0,0
"2002 Winter","Iran",0,0,0,0
"2002 Winter","Moldova",0,0,0,0
"2002 Winter","Virgin Islands, US",0,0,0,0
"2002 Winter","Latvia",0,0,0,0
"2002 Winter","Andorra",0,0,0,0
"2002 Winter","Bermuda",0,0,0,0
"2002 Winter","Taiwan",0,0,0,0
"2002 Winter","Romania",0,0,0,0
"2002 Winter","Bosnia and Herzegovina",0,0,0,0
"2002 Winter","Armenia",0,0,0,0
"2002 Winter","Monaco",0,0,0,0
"2002 Winter","Macedonia",0,0,0,0
"2002 Winter","Venezuela",0,0,0,0
"2002 Winter","Cameroon",0,0,0,0
"2002 Winter","Denmark",0,0,0,0
"2002 Winter","Mongolia",0,0,0,0
"2002 Winter","San Marino",0,0,0,0
"2002 Winter","Kazakhstan",0,0,0,0
"2002 Winter","Georgia",0,0,0,0
"2002 Winter","Mexico",0,0,0,0
"2002 Winter","Lithuania",0,0,0,0
"2002 Winter","Tajikistan",0,0,0,0
"2002 Winter","Greece",0,0,0,0
"2002 Winter","Fiji",0,0,0,0
"2002 Winter","Costa Rica",0,0,0,0
"2002 Winter","New Zealand",0,0,0,0
"2002 Winter","Chile",0,0,0,0
"2002 Winter","Lebanon",0,0,0,0
"2002 Winter","Israel",0,0,0,0
"2002 Winter","Brazil",0,0,0,0
"2002 Winter","Slovakia",0,0,0,0
"2002 Winter","Thailand",0,0,0,0
"2002 Winter","Serbia",0,0,0,0
"2002 Winter","Argentina",0,0,0,0
"2002 Winter","Spain",0,0,0,0
"2002 Winter","Kenya",0,0,0,0
"2002 Winter","Hungary",0,0,0,0
"2002 Winter","Iceland",0,0,0,0
"2002 Winter","Belgium",0,0,0,0
"2002 Winter","India",0,0,0,0
"2002 Winter","Jamaica",0,0,0,0
"2002 Winter","Liechtenstein",0,0,0,0
"2002 Winter","Uzbekistan",0,0,0,0
"2002 Winter","Ukraine",0,0,0,0
"2004 Summer","USA",117,75,71,263
"2004 Summer","Russia",48,46,95,189
"2004 Summer","Australia",49,77,31,157
"2004 Summer","Germany",41,45,63,149
"2004 Summer","Italy",24,41,39,104
"2004 Summer","China",52,29,15,96
"2004 Summer","Japan",21,20,52,93
"2004 Summer","Netherlands",4,51,22,77
"2004 Summer","Cuba",32,8,22,62
"2004 Summer","UK",17,25,15,57
"2004 Summer","France",21,10,22,53
"2004 Summer","South Korea",14,28,10,52
"2004 Summer","Argentina",28,0,21,49
"2004 Summer","Ukraine",8,8,31,47
"2004 Summer","Hungary",24,12,4,40
"2004 Summer","Brazil",18,19,3,40
"2004 Summer","Romania",23,5,11,39
"2004 Summer","Greece",8,18,5,31
"2004 Summer","Spain",4,17,9,30
"2004 Summer","Denmark",19,1,9,29
"2004 Summer","Croatia",15,3,3,21
"2004 Summer","Canada",3,10,4,17
"2004 Summer","Bulgaria",2,1,14,17
"2004 Summer","Paraguay",0,17,0,17
"2004 Summer","Belarus",2,5,8,15
"2004 Summer","Jamaica",6,1,6,13
"2004 Summer","Czech Republic",1,6,6,13
"2004 Summer","Serbia",0,13,0,13
"2004 Summer","Sweden",5,5,2,12
"2004 Summer","Poland",4,2,6,12
"2004 Summer","Turkey",3,3,5,11
"2004 Summer","South Africa",4,3,3,10
"2004 Summer","Slovakia",3,2,5,10
"2004 Summer","Taiwan",2,4,3,9
"2004 Summer","Austria",3,4,1,8
"2004 Summer","Thailand",3,1,4,8
"2004 Summer","Kazakhstan",1,4,3,8
"2004 Summer","Nigeria",0,0,8,8
"2004 Summer","Norway",5,0,2,7
"2004 Summer","Ethiopia",2,3,2,7
"2004 Summer","Kenya",1,4,2,7
"2004 Summer","Switzerland",1,2,4,7
"2004 Summer","New Zealand",4,2,0,6
"2004 Summer","Iran",2,2,2,6
"2004 Summer","Uzbekistan",2,1,2,5
"2004 Summer","Indonesia",1,1,3,5
"2004 Summer","Egypt",1,1,3,5
"2004 Summer","Azerbaijan",1,0,4,5
"2004 Summer","North Korea",0,4,1,5
"2004 Summer","Slovenia",0,2,3,5
"2004 Summer","Chile",3,0,1,4
"2004 Summer","Georgia",2,2,0,4
"2004 Summer","Latvia",0,4,0,4
"2004 Summer","Mexico",0,3,1,4
"2004 Summer","Morocco",2,1,0,3
"2004 Summer","Lithuania",1,2,0,3
"2004 Summer","Zimbabwe",1,1,1,3
"2004 Summer","Belgium",1,0,2,3
"2004 Summer","Portugal",0,2,1,3
"2004 Summer","Estonia",0,1,2,3
"2004 Summer","Bahamas",1,0,1,2
"2004 Summer","Israel",1,0,1,2
"2004 Summer","Finland",0,2,0,2
"2004 Summer","Venezuela",0,0,2,2
"2004 Summer","Colombia",0,0,2,2
"2004 Summer","Cameroon",1,0,0,1
"2004 Summer","United Arab Emirates",1,0,0,1
"2004 Summer","Dominican Republic",1,0,0,1
"2004 Summer","India",0,1,0,1
"2004 Summer","Mongolia",0,0,1,1
"2004 Summer","Eritrea",0,0,1,1
"2004 Summer","Syria",0,0,1,1
"2004 Summer","Trinidad",0,0,1,1
"2004 Summer","Bangladesh",0,0,0,0
"2004 Summer","Sierra Leone",0,0,0,0
"2004 Summer","Zambia",0,0,0,0
"2004 Summer","Luxembourg",0,0,0,0
"2004 Summer","Tonga",0,0,0,0
"2004 Summer","Seychelles",0,0,0,0
"2004 Summer","Tanzania",0,0,0,0
"2004 Summer","Republic of Congo",0,0,0,0
"2004 Summer","Angola",0,0,0,0
"2004 Summer","Kyrgyzstan",0,0,0,0
"2004 Summer","Swaziland",0,0,0,0
"2004 Summer","Madagascar",0,0,0,0
"2004 Summer","San Marino",0,0,0,0
"2004 Summer","Grenada",0,0,0,0
"2004 Summer","Malawi",0,0,0,0
"2004 Summer","Guam",0,0,0,0
"2004 Summer","Boliva",0,0,0,0
"2004 Summer","El Salvador",0,0,0,0
"2004 Summer","Burkina Faso",0,0,0,0
"2004 Summer","Vietnam",0,0,0,0
"2004 Summer","Malaysia",0,0,0,0
"2004 Summer","Brunei",0,0,0,0
"2004 Summer","Papua New Guinea",0,0,0,0
"2004 Summer","Panama",0,0,0,0
"2004 Summer","Armenia",0,0,0,0
"2004 Summer","Tunisia",0,0,0,0
"2004 Summer","Andorra",0,0,0,0
"2004 Summer","Haiti",0,0,0,0
"2004 Summer","Burundi",0,0,0,0
"2004 Summer","Mauritania",0,0,0,0
"2004 Summer","Benin",0,0,0,0
"2004 Summer","American Samoa",0,0,0,0
"2004 Summer","Namibia",0,0,0,0
"2004 Summer","Cayman Islands",0,0,0,0
"2004 Summer","Yemen",0,0,0,0
"2004 Summer","Bahrain",0,0,0,0
"2004 Summer","Kiribati",0,0,0,0
"2004 Summer","Iceland",0,0,0,0
"2004 Summer","Guinea-Bissau",0,0,0,0
"2004 Summer","Liechtenstein",0,0,0,0
"2004 Summer","Mauritius",0,0,0,0
"2004 Summer","Solomon Islands",0,0,0,0
"2004 Summer","Maldives",0,0,0,0
"2004 Summer","Uruguay",0,0,0,0
"2004 Summer","Algeria",0,0,0,0
"2004 Summer","Iraq",0,0,0,0
"2004 Summer","Mozambique",0,0,0,0
"2004 Summer","Albania",0,0,0,0
"2004 Summer","Botswana",0,0,0,0
"2004 Summer","Jordan",0,0,0,0
"2004 Summer","Philippines",0,0,0,0
"2004 Summer","Saint Vincent",0,0,0,0
"2004 Summer","Suriname",0,0,0,0
"2004 Summer","Comoros",0,0,0,0
"2004 Summer","Lesotho",0,0,0,0
"2004 Summer","Equatorial Guinea",0,0,0,0
"2004 Summer","Bhutan",0,0,0,0
"2004 Summer","Sudan",0,0,0,0
"2004 Summer","Bosnia and Herzegovina",0,0,0,0
"2004 Summer","Sao Tome and Principe",0,0,0,0
"2004 Summer","Saint Lucia",0,0,0,0
"2004 Summer","Palau",0,0,0,0
"2004 Summer","Belize",0,0,0,0
"2004 Summer","Turkmenistan",0,0,0,0
"2004 Summer","Monaco",0,0,0,0
"2004 Summer","Gambia",0,0,0,0
"2004 Summer","Virgin Islands, British",0,0,0,0
"2004 Summer","Sri Lanka",0,0,0,0
"2004 Summer","Saint Kitts",0,0,0,0
"2004 Summer","Nepal",0,0,0,0
"2004 Summer","Uganda",0,0,0,0
"2004 Summer","Ivory Coast",0,0,0,0
"2004 Summer","Guatemala",0,0,0,0
"2004 Summer","Lebanon",0,0,0,0
"2004 Summer","Guinea",0,0,0,0
"2004 Summer","Chad",0,0,0,0
"2004 Summer","Libya",0,0,0,0
"2004 Summer","Democratic Republic of the Congo",0,0,0,0
"2004 Summer","Curacao",0,0,0,0
"2004 Summer","Timor-Leste",0,0,0,0
"2004 Summer","Myanmar",0,0,0,0
"2004 Summer","Tajikistan",0,0,0,0
"2004 Summer","Central African Republic",0,0,0,0
"2004 Summer","Qatar",0,0,0,0
"2004 Summer","Somalia",0,0,0,0
"2004 Summer","Bermuda",0,0,0,0
"2004 Summer","Cook Islands",0,0,0,0
"2004 Summer","Fiji",0,0,0,0
"2004 Summer","Macedonia",0,0,0,0
"2004 Summer","Samoa",0,0,0,0
"2004 Summer","Senegal",0,0,0,0
"2004 Summer","Kuwait",0,0,0,0
"2004 Summer","Togo",0,0,0,0
"2004 Summer","Ecuador",0,0,0,0
"2004 Summer","Niger",0,0,0,0
"2004 Summer","Laos",0,0,0,0
"2004 Summer","Gabon",0,0,0,0
"2004 Summer","Aruba",0,0,0,0
"2004 Summer","Nicaragua",0,0,0,0
"2004 Summer","Guyana",0,0,0,0
"2004 Summer","Mali",0,0,0,0
"2004 Summer","Palestine",0,0,0,0
"2004 Summer","Oman",0,0,0,0
"2004 Summer","Cambodia",0,0,0,0
"2004 Summer","Pakistan",0,0,0,0
"2004 Summer","Afghanistan",0,0,0,0
"2004 Summer","Nauru",0,0,0,0
"2004 Summer","Rwanda",0,0,0,0
"2004 Summer","Dominica",0,0,0,0
"2004 Summer","Honduras",0,0,0,0
"2004 Summer","Moldova",0,0,0,0
"2004 Summer","Cape Verde",0,0,0,0
"2004 Summer","Saudi Arabia",0,0,0,0
"2004 Summer","Virgin Islands, US",0,0,0,0
"2004 Summer","Malta",0,0,0,0
"2004 Summer","Micronesia",0,0,0,0
"2004 Summer","Barbados",0,0,0,0
"2004 Summer","Cyprus",0,0,0,0
"2004 Summer","Costa Rica",0,0,0,0
"2004 Summer","Puerto Rico",0,0,0,0
"2004 Summer","Vanuatu",0,0,0,0
"2004 Summer","Liberia",0,0,0,0
"2004 Summer","Ireland",0,0,0,0
"2004 Summer","Ghana",0,0,0,0
